customer_id,product_id,rating_stars
C001,23951984516,5
C001,28209725457,5
C001,18991415530,3
C001,24875912468,5
C001,21880794788,5
C002,23978384431,5
C002,23946470717,5
C002,25203067136,3
C002,23968619476,5
C002,24305329748,4
C002,12299661725,5
C002,27155755074,5
C002,2378637419,5
C003,23981262701,5
C003,23967255195,4
C003,27470366644,5
C003,12372548193,4
C003,21400769731,5
C003,23952338554,5
C003,29978847969,4
C004,7772013023,5
C004,23979513001,3
C004,23977816584,5
C004,4645193129,4
C004,24764754487,5
C004,29658140944,5
C004,23981404359,5
C004,23259739843,3
C004,23970614083,5
C005,24433352442,5
C005,15309987891,3
C005,19880479685,5
C005,25085448092,3
C005,22076178370,3
C005,23969681920,5
C005,25073620632,5
C005,29800941587,4
C005,21560808913,4
C006,19159289667,5
C006,4528970582,5
C006,23976821789,4
C006,23980185194,5
C006,28357788698,5
C007,29155331729,4
C007,12299661725,3
C007,6817436757,4
C007,24472284663,5
C008,18086127127,5
C008,29858138869,5
C008,9632533395,4
C008,26467952898,5
C008,21289674277,5
C008,8397085055,5
C008,25435277052,5
C008,28356557585,3
C008,26659305354,5
C008,23579217127,5
C009,1698293935,5
C009,1600620445,5
C009,10044565340,5
C009,24533410227,5
C009,8179437026,5
C009,23244737354,4
C009,22256188804,4
C009,23950720592,5
C009,12299661725,5
C010,29959213672,5
C010,8641581442,4
C010,9141825632,3
C010,21484047505,4
C011,6817436757,5
C011,29301700862,4
C011,23904431757,5
C011,28257708171,4
C011,22582921968,5
C011,10581019414,5
C011,23759212780,4
C011,5842386617,4
C011,15219076271,5
C012,26100758356,5
C012,21416538775,3
C012,19949959537,5
C012,27712964222,5
C012,29755069569,5
C012,27756241154,4
C013,29302855465,5
C013,23955182870,3
C013,22286949539,3
C013,23940601014,4
C013,21273966063,4
C013,25771392642,3
C013,2336727164,5
C013,19458361577,3
C013,19234625236,4
C014,23980247521,5
C014,18159699346,5
C014,5842386617,4
C014,23132528049,5
C014,29800941587,5
C015,609354914,5
C015,29462752140,5
C015,24967549298,5
C015,29969632716,5
C015,29956434698,5
C015,27310792196,3
C015,24958521295,3
C016,12399499080,5
C016,4651286934,4
C016,25718141101,4
C016,26863413514,4
C016,15309987891,5
C016,27006504424,4
C017,26106176152,2
C017,25950626418,4
C017,18159699346,5
C017,16041414324,4
C017,23965506863,4
C017,19949959537,5
C018,11460372595,5
C018,3940299754,5
C018,25818428210,5
C018,13958861256,5
C018,25970607666,5
C018,26505559452,5
C018,22454774393,5
C018,29357634608,5
C018,9643669785,5
C019,8818296433,5
C019,25931507093,5
C019,23866917376,5
C019,25950097828,4
C019,25983730400,5
C019,19458361577,5
C019,28456305884,5
C019,24376774382,3
C019,23975795449,5
C019,21560808913,4
C020,19593251430,5
C020,23950720592,4
C020,29858138869,4
C020,29767541061,5
C021,11063733442,5
C021,27155755074,4
C021,23887459846,5
C021,23951635416,5
C021,21566162386,5
C021,6013742093,5
C021,12534889291,4
C021,10260136316,5
C022,25766443151,5
C022,9894833067,4
C022,28560604039,5
C022,20863409647,4
C022,23980185194,5
C022,27613789157,4
C022,29960340777,5
C023,25984281315,5
C023,23956326838,5
C023,25532921435,5
C023,29855036077,5
C024,29858138869,5
C024,25810460447,5
C024,18216716319,5
C024,27619685710,3
C024,25476914377,3
C025,26807065684,5
C025,25428904961,5
C025,29962592515,5
C025,23559870561,5
C025,26711547033,4
C025,28673771950,4
C025,22870603685,3
C025,43950050157,4
C025,25950626418,5
C025,27385051413,5
C026,25818428210,5
C026,20477180445,3
C026,23953936239,3
C026,25950097828,5
C026,26505559452,5
C026,24373237191,5
C026,29800941587,4
C027,21392146370,5
C027,29962592515,5
C027,23967993624,5
C027,23887459846,5
C027,23372206763,5
C027,3343494812,5
C028,29357634608,5
C028,24188754219,4
C028,4528970582,5
C028,24436673420,4
C029,29155331729,5
C029,21485349357,5
C029,29356423900,4
C029,11750363599,5
C029,23953446030,5
C029,21289674277,3
C029,27354571292,4
C029,29959218940,3
C029,28767594199,5
C030,26056262737,5
C030,27069020587,3
C030,27757602483,5
C030,23955182870,4
C030,23968140438,4
C030,4528970582,4
C030,19769485085,5
C031,26118600259,5
C031,23981303843,5
C031,29056070483,3
C031,18192506204,5
C031,23426714549,5
C031,29455986295,4
C031,3343494812,4
C032,25878956847,5
C032,28673771950,3
C032,23887459846,3
C032,6745035605,5
C032,24888559426,5
C032,22870603685,5
C032,24970409072,5
C032,23979452892,5
C032,27119143417,3
C033,6159191829,5
C033,8818296433,5
C033,24233481316,5
C033,27325239997,5
C033,8659782644,4
C034,22355804140,5
C034,17160464831,5
C034,23975127065,5
C034,10249099703,5
C034,23974096701,3
C034,29304606486,5
C034,13816695989,5
C034,23969681920,5
C034,21961191893,4
C035,24678078064,5
C035,23887459846,4
C035,10581019414,4
C035,23759212780,4
C035,22405953981,5
C035,24985856819,4
C035,23833094035,3
C035,3343494812,5
C035,29318326689,5
C035,18394296262,4
C036,25706970825,5
C036,18991415530,4
C036,27050166070,4
C036,9141825632,4
C037,17341524810,5
C037,6745035605,5
C037,23887459846,5
C037,16694879722,5
C037,25923535968,5
C037,28778301052,4
C037,8397085055,4
C037,7418027519,4
C037,25189428826,5
C038,23927255629,5
C038,26174582900,4
C038,28560604039,5
C038,28001052173,5
C038,22390269043,5
C038,29451957060,3
C038,19880479685,4
C039,10191910647,5
C039,19372771998,5
C039,19894951446,4
C039,20625129230,4
C039,26505559452,4
C039,24376774382,4
C039,6331595035,4
C039,24233481316,5
C040,25203067136,5
C040,26316810326,3
C040,3046018760,4
C040,23949888548,4
C040,15956044420,5
C041,29203236481,5
C041,20477180445,5
C041,28811767623,3
C041,29962592515,5
C041,16795189199,4
C041,18159699346,3
C041,24731631966,5
C041,27385051413,5
C041,23953241930,5
C041,22405953981,5
C042,23946387196,5
C042,28454418073,5
C042,29911465981,5
C042,2079272837,5
C042,29455986295,5
C042,3733340283,4
C042,23949450227,5
C042,23953241930,5
C043,28506626557,5
C043,11862899228,5
C043,27403177070,5
C043,21279723049,4
C044,25451077506,5
C044,23967285891,5
C044,4528970582,5
C044,19949959537,4
C045,9577494176,5
C045,23920219260,3
C045,27155755074,5
C045,24533410227,3
C045,14311629562,5
C045,24483128300,5
C046,8621441665,5
C046,23971065075,5
C046,24570779291,5
C046,25818428210,5
C047,14091325726,5
C047,8606353056,5
C047,25766443151,5
C047,21293017715,4
C047,23849247118,4
C047,25970607666,5
C048,11063733442,5
C048,14698242785,3
C048,15098120935,5
C048,23952338554,5
C048,23887459846,5
C048,23933811476,4
C048,23976022994,5
C048,26711547033,3
C048,7815236948,5
C049,29957480767,5
C049,14311629562,5
C049,25359008915,5
C049,18159699346,5
C050,22753797967,5
C050,24455042170,5
C050,23590109348,5
C050,27470366644,3
C050,8546995612,5
C050,29658624752,3
C050,10581019414,4
C051,26103278093,5
C051,18159699346,5
C051,29203236481,5
C051,23968619476,4
C051,29054796040,3
C051,28912520097,4
C051,23972552158,4
C051,8657813010,4
C051,28356557585,5
C051,22823176579,4
C052,23952880011,5
C052,3343494812,4
C052,26467952898,5
C052,29800941587,5
C052,24533410227,5
C052,12299661725,4
C053,17716096586,5
C053,1600620445,5
C053,28456305884,5
C053,23579217127,5
C053,19880479685,4
C054,27201375155,5
C054,23936904496,4
C054,21085106258,4
C054,13616701243,5
C054,22405953981,3
C054,22447378638,5
C055,21212026220,5
C055,22355804140,5
C055,22662080954,5
C055,29100353309,5
C055,17620002957,5
C055,28811767623,3
C055,24188754219,5
C055,29955483679,5
C056,23953446030,5
C056,22290126779,4
C056,12299661725,4
C056,25970607666,5
C056,20366099034,5
C057,29051968075,5
C057,24784131737,4
C057,8105656541,5
C057,18159699346,3
C058,18359285927,5
C058,25226455653,5
C058,11063733442,3
C058,26505559452,4
C058,11460372595,4
C058,19458361577,3
C058,24271005564,5
C058,19880479685,3
C059,24623202751,5
C059,20285638640,4
C059,19593251430,5
C059,23887459846,5
C059,18254482937,4
C059,4651286934,5
C059,29962592515,5
C059,19884445751,5
C059,19679424615,4
C059,29658140944,3
C060,29823462597,5
C060,25969944982,5
C060,21304591524,5
C060,28955614020,5
C060,28357788698,5
C060,9141825632,3
C060,1244123711,5
C061,24160924859,5
C061,1600620445,3
C061,21236940404,5
C061,29955999220,4
C061,25018113959,4
C061,5132299015,5
C061,25771392642,5
C061,29758239242,5
C062,23942444609,5
C062,20184993824,5
C062,29554511901,4
C062,29658140944,4
C062,14496766921,4
C063,19159289667,5
C063,23488957760,5
C063,26308188843,3
C063,27935201947,5
C063,13886098431,5
C063,23977267272,3
C063,28955614020,5
C063,23941883514,5
C063,13999877974,5
C064,23955173361,4
C064,1600620445,4
C064,18883978947,5
C064,15808951290,5
C064,23939355153,5
C064,27155755074,4
C064,23904431757,5
C064,23968759652,3
C064,9474640678,5
C064,24887374225,4
C065,23978230132,5
C065,11586656954,3
C065,23953936239,5
C065,22405953981,4
C065,4284337848,5
C065,29858138869,3
C066,23974912499,5
C066,8178876723,4
C066,8105656541,5
C066,19884445751,5
C066,28064250034,5
C066,23904431757,5
C067,20458054392,5
C067,29168829255,3
C067,29301700862,5
C067,4651286934,5
C067,1086370772,4
C067,28776756271,4
C067,29800941587,5
C068,22454774393,5
C068,16068813355,5
C068,7165947453,5
C068,24160924859,5
C068,19458361577,5
C068,14627288099,5
C069,24366124341,5
C069,29455986295,5
C069,22887647462,5
C069,23967993624,5
C069,24188754219,5
C069,23887459846,5
C069,2079272837,5
C070,20168244238,5
C070,6786539142,5
C070,27006504424,3
C070,20339780397,5
C070,29804511137,4
C070,15956044420,5
C070,21212026220,5
C070,25085448092,3
C071,25631200335,5
C071,25525699304,5
C071,27917552772,5
C071,23938475783,5
C071,28356557585,3
C071,29659743697,5
C071,29705632364,3
C071,8178876723,5
C071,21484047505,5
C071,26925700781,5
C072,25435277052,5
C072,9643634292,3
