customer_id,product_id
C001,23951984516
C001,26316810326
C001,29804511137
C001,24931220928
C001,23578064750
C002,19592537813
C002,27714042171
C002,1244123711
C002,23978207121
C002,23978384431
C002,15219076271
C003,28160328552
C003,4059804534
C003,29853158300
C003,23981262701
C003,25984281315
C003,10012286759
C003,24673791233
C003,19884445751
C003,23590109348
C003,23866917376
C003,20796051008
C003,29309682338
C003,23979806688
C003,29356383763
C004,24550597960
C004,27917552772
C004,21969523769
C004,7772013023
C005,8657813010
C005,24433352442
C005,23969681920
C005,10012286759
C005,22870603685
C005,25170141849
C005,24985856819
C005,25128380199
C005,27069020587
C005,27201375155
C005,25832526544
C005,26056055507
C005,23585466543
C006,23980247521
C006,28356557585
C006,18991415530
C006,24378414485
C006,24207436139
C006,25469897633
C006,19984409742
C006,29401128213
C006,25203067136
C006,19159289667
C006,25139001807
C006,28209068163
C007,25374558459
C007,29854582337
C007,28209068163
C007,25685001890
C007,18192506204
C007,29155331729
C007,25972949692
C008,23955173361
C008,3531531357
C008,18254482937
C008,18192506204
C008,23925648522
C008,27620058181
C008,23590109348
C008,28156867758
C008,18086127127
C008,6786539142
C009,24433352442
C009,26771097032
C009,28673771950
C009,29854582337
C009,1698293935
C010,3531531357
C010,24778583516
C010,18247653642
C010,617294982
C010,29959213672
C010,24833162700
C010,17673229269
C010,29684113318
C010,18082319062
C010,29804511137
C010,6076519677
C010,10811856241
C010,1698293935
C010,23353033289
C011,20572654113
C011,16493732090
C011,24554392227
C011,4651286934
C011,19278275357
C011,11460372595
C011,4645193129
C011,23979452892
C011,1622441772
C011,21364827447
C011,6817436757
C011,23061898710
C011,23975127065
C011,25950626418
C011,11063733442
C011,26156535945
C012,3341260193
C012,23954315340
C012,23952338554
C012,23976821789
C012,23948742589
C012,4072004520
C012,25613149232
C012,28106999040
C012,12399499080
C012,25970607666
C012,25829396143
C012,26100758356
C013,25917025013
C013,23976022994
C013,21324887936
C013,29302855465
C013,20458054392
C013,23971994451
C013,28109175825
C013,23951058874
C013,29855544181
C013,23700020037
C013,11063733442
C013,19769485085
C013,25883362429
C013,27609757047
C014,23980247521
C014,4528970582
C014,7358410693
C014,26118600259
C014,18192506204
C014,28106999040
C014,11999964526
C014,7831274667
C015,29907726595
C015,609354914
C015,29755069569
C015,26659305354
C015,26301334854
C015,23968619476
C016,28402867211
C016,26820491210
C016,27403177070
C016,8674529484
C016,12399499080
C016,23850534106
C016,23585466543
C017,19894951446
C017,23980359361
C017,3531531357
C017,26106176152
C017,26157916673
C017,29168829255
C017,27006504424
C017,24678078064
C017,23867964199
C018,18189912822
C018,22753797967
C018,18634999571
C018,27909686866
C018,29959213672
C018,26659305354
C018,29100353309
C018,20654564858
C018,22355804140
C018,8659782644
C018,21273966063
C018,23975485969
C018,11460372595
C018,15991948079
C019,29955999220
C019,18254482937
C019,24811355516
C019,26106823717
C019,25014955126
C019,8818296433
C019,24303231503
C019,25224312500
C019,24483128300
C019,28153814605
C019,25950626418
C019,10372578253
C019,19592537813
C020,11169468094
C020,29853158300
C020,22390269043
C020,21560808913
C020,18794426356
C020,23967285891
C020,3555299241
C020,23933019894
C020,23951205405
C020,19878694989
C020,21893042348
C020,19593251430
C021,27757217383
C021,8818296433
C021,3241801364
C021,11063733442
C021,21416538775
C021,3548592085
C022,29061946202
C022,25766443151
C022,23773705684
C022,26257686830
C022,7908414929
C022,1244123711
C022,27201375155
C022,29309441256
C022,27250689097
C023,9258704324
C023,20987539053
C023,7165947453
C023,25984281315
C023,24310645196
C023,11862899228
C023,29356423900
C023,27935201947
C023,21560808913
C023,23590109348
C023,25532369844
C023,14854381040
C023,25882751602
C023,5320988054
C023,6331595035
C024,23112120720
C024,23953137259
C024,29957895042
C024,29858138869
C024,22964145937
C024,19039715961
C024,26905791845
C024,22772829587
C024,21092038951
C024,12438360285
C024,24731631966
C024,11999964526
C024,23976675758
C024,24330675907
C024,18288039288
C024,4592663069
C025,24456339362
C025,24885680615
C025,23647446910
C025,10044565340
C025,26265985627
C025,26807065684
C025,22454774393
C025,9577494176
C026,22761431848
C026,23974096701
C026,23954315340
C026,29853158300
C026,25530762389
C026,43950050157
C026,19389290977
C026,29701182716
C026,19878694989
C026,14854381040
C026,16964123461
C026,25818428210
C026,23953936239
C027,22761431848
C027,27625315291
C027,8621441665
C027,24436673420
C027,19278275357
C027,26859498385
C027,25235189827
C027,23955182870
C027,21392146370
C027,19592537813
C028,19660535810
C028,18872904573
C028,29911465981
C028,25085448092
C028,9643669785
C028,23904431757
C028,23372206763
C028,6038835453
C028,25631200335
C028,1622441772
C028,23976107671
C028,29701182716
C028,26505559452
C028,29357634608
C028,23974912499
C028,27250689097
C029,18189912822
C029,8818296433
C029,24985856819
C029,23486345076
C029,29155331729
C029,10957051566
C030,26056262737
C030,23979513001
C030,25476914377
C030,4606236022
C030,23933811476
C030,20477180445
C031,27714042171
C031,24271005564
C031,29509797132
C031,28259519197
C031,20817133395
C031,25810460447
C031,26118600259
C031,23672216469
C031,22870603685
C031,25532369844
C031,28000436466
C031,14353387028
C031,29960340777
C031,28357788698
C032,23972552158
C032,25431553381
C032,8625389034
C032,1622441772
C032,22438200753
C032,20290307494
C032,25878956847
C032,29959213672
C032,23950720592
C032,19884445751
C032,5510924630
C032,25333840236
C032,26800146449
C032,7441617809
C032,18086127127
C033,25623619338
C033,22604626417
C033,6159191829
C033,23981272963
C033,29856658983
C033,28209068163
C033,25265443872
C033,26156535945
C034,3341260193
C034,23953137259
C034,12399499080
C034,22355804140
C034,20796051008
C034,11750363599
C034,24683435379
C034,15309987891
C034,19878694989
C035,17884825742
C035,24678078064
C035,23761960582
C035,25623619338
C035,29009450683
C035,28912520097
C035,29978847969
C036,25752123026
C036,18872904573
C036,22361668026
C036,27619685710
C036,27153087172
C036,22306697652
C036,23869681877
C036,27310792196
C036,21485349357
C036,25983730400
C036,18895696535
C036,25706970825
C036,26257686830
C036,16299701373
C036,7917680263
C036,25203067136
C037,24811355516
C037,17673229269
C037,25207213763
C037,26100758356
C037,25978063984
C037,29165591502
C037,14854381040
C037,17341524810
C037,29101134947
C037,7441617809
C038,23651865171
C038,2378637419
C038,29056070483
C038,23981301191
C038,26118600259
C038,28955614020
C038,26005882154
C038,28767594199
C038,14311629562
C038,8659782644
C038,23927255629
C038,22115151949
C038,26877921973
C039,25207213763
C039,23975485969
C039,24115461900
C039,10191910647
C039,23935383869
C040,17884825742
C040,22275156697
C040,23578064750
C040,23954919198
C040,23976675758
C040,23917274311
C040,20273631390
C040,26056262737
C040,25203067136
C040,28357788698
C041,29203236481
C041,17282071067
C041,27353728410
C041,22447378638
C041,1600620445
C041,23974912499
C041,26711547033
C041,8397085055
C041,24455042170
C041,27562929219
C042,25020225324
C042,21476463147
C042,23946387196
C042,19080975372
C042,18192506204
C042,28454418073
C042,6745035605
C042,23045595780
C042,23933019894
C043,19894951446
C043,23672216469
C043,25718141101
C043,9474640678
C043,23975035013
C043,26467952898
C043,28506626557
C044,25451077506
C044,8257301426
C044,20184993824
C044,29959213672
C044,15808951290
C045,28522901951
C045,29155331729
C045,23981438564
C045,21400769731
C045,10811856241
C045,20085282653
C045,25882751602
C045,9577494176
C046,26819169932
C046,1622441772
C046,24076756099
C046,8621441665
C046,13493856800
C046,23953241930
C046,25686896442
C046,24172899664
C046,27155755074
C046,29165591502
C046,29101134947
C046,12372548193
C047,25020225324
C047,25752123026
C047,20824381904
C047,25984281315
C047,16096540701
C047,7908414929
C047,23950720592
C047,25938905114
C047,22442559323
C047,29903970465
C047,29004237441
C047,22447378638
C047,21881202903
C047,14091325726
C047,6331595035
C048,24803867463
C048,29500284080
C048,25984281315
C048,11063733442
C048,11460372595
C049,23913136743
C049,21965696134
C049,7917680263
C049,27459770721
C049,27310792196
C049,29957480767
C049,21987462535
C049,27201375155
C049,16694879722
C050,29911465981
C050,22753797967
C050,25832526544
C050,18994841270
C051,23968133858
C051,13816695989
C051,21093463213
C051,23981303843
C051,24172899664
C051,26103278093
C051,23951984516
C051,20485517352
C051,27201375155
C051,25073620632
C052,2378637419
C052,21961191893
C052,23952880011
C052,22976860568
C052,9894833067
C052,29205385851
C052,25805496472
C052,6817436757
C052,28000436466
C052,8674529484
C052,22876801333
C052,25818428210
C052,16595582890
C052,23132528049
C053,17716096586
C053,23980471138
C053,23923034918
C053,23978858399
C053,23789699570
C053,27353728410
C054,24373237191
C054,29318326689
C054,29962592515
C054,18929637779
C054,23981303843
C054,24985856819
C054,27201375155
C054,20625129230
C054,25931507093
C054,27385051413
C054,22438200753
C054,22579287343
C054,26460421590
C054,21969523769
C054,25139001807
C054,23045595780
C055,21212026220
C055,22286949539
C055,26771097032
C055,25428904961
C055,23870134309
C056,23651865171
C056,29509797132
C056,23579085440
C056,16096540701
C056,28811767623
C056,4270692171
C056,23953446030
C056,18294247253
C056,23981272963
C056,29658140944
C056,27913520177
C057,5510924630
C057,29051968075
C057,21987462535
C057,26806976773
C057,26257686830
C058,18359285927
C058,27757217383
C058,16795189199
C058,16195730949
C058,27069020587
C058,19372771998
C058,20694865547
C059,23972552158
C059,23980247521
C059,24623202751
C059,16795189199
C059,21093463213
C059,26925700781
C059,22683475428
C059,29701182716
C059,19278275357
C059,8369065193
C059,25250022639
C059,21881202903
C059,21304591524
C059,23372206763
C060,24373237191
C060,18634999571
C060,29823462597
C060,24885680615
C060,25085448092
C060,25970607666
C060,1600620445
C060,29954805509
C060,25250022639
C060,27155755074
C061,23964642096
C061,16695805363
C061,23688133292
C061,29168829255
C061,15219076271
C061,19880479685
C061,24160924859
C061,28974218121
C062,19001840205
C062,16195730949
C062,27917552772
C062,24271005564
C062,19992599845
C062,25825898361
C062,25269620952
C062,23942444609
C062,27321444695
C062,18991415530
C062,28064250034
C062,25532921435
C062,23943185885
C062,29819676148
C062,7917680263
C062,27953019591
C063,15956044420
C063,22976860568
C063,23927255629
C063,24887374225
C063,28058272866
C063,19159289667
C064,23955173361
C064,8625389034
C064,22671754572
C064,29100059478
C064,17620002957
C064,28506626557
C064,23936904496
C065,3341260193
C065,16542165757
C065,23978230132
C065,17986863431
C065,19305969083
C065,25014955126
C065,23978303450
C065,19278275357
C065,27712964222
C065,23975485969
C065,24522313521
C066,27325239997
C066,23938475783
C066,23974912499
C066,24115461900
C066,23948742589
C066,19372771998
C066,23946360975
C067,20458054392
C067,28856917794
C067,23976675758
C067,27910114853
C068,3341260193
C068,23980796531
C068,23923326462
C068,3548592085
C068,27153087172
C068,23981303843
C068,26265985627
C068,22454774393
C068,24834748936
C069,25359008915
C069,25476320244
C069,29180690696
C069,13616701243
C069,24366124341
C069,23981301191
C069,23925648522
C069,29759643152
C069,29855036077
C069,25122507287
C069,25269620952
C070,22914306932
C070,23132528049
C070,20168244238
C070,13886098431
C070,23969225644
C070,29953401745
C070,1785157852
C071,24764754487
C071,25631200335
C071,20572654113
C071,4528970582
C071,26257686830
C071,28811767623
C071,25970607666
C071,15894974520
C071,24985856819
C071,25269620952
C071,10372578253
C071,25983730400
C072,23624151056
C072,22361668026
C072,25189428826
C072,23948440073
C072,25435277052
C072,27714042171
C072,23938181851
C072,9894833067
C072,25341575592
C072,24366124341
C072,11999964526
C072,26313329179
C072,25208374057
C072,23923034918
C072,29605237995
C072,2302089638
C073,28520384756
C073,24378414485
C073,23023210397
C073,23904431757
C073,20366099034
C073,20478055681
C073,24459693983
C073,23759162153
C073,23940929569
C073,24834748936
C073,25609881869
C073,29819676148
C073,19793058695
C073,23955182870
C073,29658624752
C073,25771392642
C074,23980359361
C074,29800941587
C074,24378414485
C074,26820491210
C074,26806976773
C074,29180690696
C074,17620002957
C074,18980196285
C074,29903970465
